Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
35,No,Travel_Rarely,Research & Development,22,3,Medical,1,190,Female,1,Sales Representative,Married,29660,9,Y,18,8,0,15,2,11,6,9
40,No,Travel_Rarely,Research & Development,15,3,Life Sciences,1,191,Female,2,Laboratory Technician,Single,25710,7,Y,14,8,0,22,1,20,5,13
39,No,Travel_Frequently,Research & Development,12,1,Medical,1,192,Male,1,Research Scientist,Married,99910,1,Y,16,8,1,8,3,8,0,7
31,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,193,Male,3,Research Director,Single,61420,4,Y,13,8,2,10,2,6,0,5
42,No,Travel_Rarely,Research & Development,5,3,Medical,1,194,Male,3,Sales Executive,Married,53900,1,Y,14,8,0,10,3,10,5,8
45,No,Travel_Rarely,Research & Development,2,1,Medical,1,195,Female,4,Sales Executive,Married,44040,0,Y,23,8,0,9,2,8,3,7
26,Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,1,196,Female,2,Laboratory Technician,Divorced,59930,0,Y,12,8,0,8,3,7,1,0
29,No,Travel_Rarely,Research & Development,5,3,Medical,1,197,Male,1,Research Scientist,Divorced,51300,4,Y,11,8,0,8,3,3,1,2
33,No,Travel_Rarely,Research & Development,16,3,Medical,1,198,Female,1,Laboratory Technician,Divorced,20900,4,Y,16,8,0,10,2,6,0,5
31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,199,Female,1,Sales Executive,Divorced,29090,9,Y,14,8,2,10,2,5,0,1
18,Yes,Travel_Frequently,Research & Development,2,3,Technical Degree,1,200,Male,1,Sales Executive,Single,34680,1,Y,18,8,2,0,4,0,0,0
40,No,Non-Travel,Research & Development,1,4,Technical Degree,1,201,Female,2,Laboratory Technician,Divorced,30680,3,Y,19,8,0,20,3,1,0,1
41,No,Non-Travel,Research & Development,23,3,Life Sciences,1,202,Male,2,Manufacturing Director,Single,26700,2,Y,15,8,2,10,2,8,0,7
26,No,Travel_Rarely,Research & Development,9,4,Medical,1,203,Male,3,Healthcare Representative,Divorced,26930,5,Y,17,8,3,8,3,0,0,0
35,No,Travel_Rarely,Research & Development,16,4,Medical,1,204,Male,2,Human Resources,Single,95260,1,Y,15,8,0,5,2,5,0,3
34,No,Travel_Rarely,Research & Development,26,3,Medical,1,205,Male,1,Laboratory Technician,Single,52370,1,Y,19,8,1,10,3,10,5,7
26,Yes,Travel_Rarely,Sales,1,3,Marketing,1,206,Female,2,Manufacturing Director,Single,24260,1,Y,22,8,0,1,3,1,0,0
37,No,Travel_Rarely,Research & Development,8,1,Life Sciences,1,207,Male,1,Sales Executive,Single,41930,4,Y,16,8,1,12,5,6,1,2
46,No,Travel_Frequently,Research & Development,4,1,Medical,1,208,Male,5,Human Resources,Married,29110,5,Y,13,8,0,28,3,2,1,2
41,No,Travel_Rarely,Research & Development,24,1,Life Sciences,1,209,Male,1,Research Director,Married,26610,7,Y,14,8,1,22,2,18,11,8
37,No,Non-Travel,Research & Development,7,2,Medical,1,210,Male,1,Sales Executive,Divorced,20280,1,Y,16,8,1,9,3,9,7,7
52,No,Travel_Rarely,Sales,2,1,Medical,1,211,Male,1,Laboratory Technician,Divorced,99800,NA,Y,11,8,1,18,2,10,6,9
32,Yes,Non-Travel,Research & Development,7,2,Life Sciences,1,212,Female,2,Research Director,Married,32980,8,Y,22,8,0,6,4,4,1,2
24,No,Travel_Frequently,Sales,22,3,Life Sciences,1,213,Female,1,Healthcare Representative,Married,29350,0,Y,14,8,2,3,5,2,2,1
38,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,214,Female,1,Research Scientist,Married,154270,3,Y,16,8,1,18,2,1,0,0
37,No,Travel_Rarely,Research & Development,1,4,Technical Degree,1,215,Female,5,Research Scientist,Married,39440,6,Y,11,8,2,8,3,6,4,3
49,No,Travel_Rarely,Sales,21,1,Life Sciences,1,216,Male,1,Sales Executive,Divorced,40110,1,Y,18,8,2,31,2,31,0,9
24,No,Travel_Rarely,Sales,1,3,Marketing,1,217,Female,1,Sales Executive,Married,34070,1,Y,15,8,2,6,2,6,1,4
26,No,Travel_Rarely,Research & Development,19,4,Technical Degree,1,218,Female,4,Sales Executive,Married,119940,1,Y,14,8,1,6,6,5,1,4
24,No,Travel_Rarely,Sales,7,3,Medical,1,219,Female,1,Laboratory Technician,Married,12320,1,Y,12,8,0,1,4,1,0,0
50,No,Travel_Frequently,Sales,2,2,Marketing,1,220,Male,1,Sales Executive,Married,29600,1,Y,14,8,3,32,2,32,10,7
25,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,221,Male,1,Research Scientist,Married,190940,1,Y,16,8,0,7,3,7,0,6
24,Yes,Travel_Frequently,Research & Development,2,3,Medical,1,222,Male,2,Research Scientist,Married,39190,1,Y,21,8,0,6,3,6,1,2
30,Yes,Travel_Frequently,Research & Development,9,3,Other,1,223,Male,2,Healthcare Representative,Married,68250,1,Y,14,8,0,1,2,1,0,0
34,No,Travel_Rarely,Sales,6,2,Life Sciences,1,224,Male,4,Research Director,Married,102480,1,Y,12,8,1,6,4,6,1,3
31,Yes,Travel_Rarely,Research & Development,9,1,Medical,1,225,Female,1,Sales Representative,Divorced,189470,2,Y,12,8,2,9,2,3,1,2
35,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,226,Female,5,Sales Executive,Single,24960,4,Y,17,8,3,9,3,3,0,2
31,No,Travel_Rarely,Sales,1,3,Marketing,1,227,Female,2,Sales Executive,Divorced,64650,4,Y,17,8,0,13,3,7,5,7
27,No,Travel_Rarely,Sales,22,4,Medical,1,228,Male,1,Sales Representative,Divorced,22060,0,Y,14,8,1,6,4,5,0,3
37,No,Travel_Rarely,Sales,9,4,Marketing,1,229,Female,2,Laboratory Technician,Married,20860,4,Y,14,8,0,17,3,3,1,0
20,No,Travel_Rarely,Research & Development,17,4,Medical,1,230,Female,1,Sales Representative,Single,22930,1,Y,13,8,2,1,3,1,0,0
42,No,Travel_Rarely,Research & Development,28,4,Life Sciences,1,231,Female,2,Manufacturing Director,Married,26450,1,Y,15,8,0,10,5,10,2,2
43,No,Travel_Rarely,Research & Development,10,5,Technical Degree,1,232,Female,2,Sales Executive,Divorced,26830,4,Y,11,8,0,21,3,1,0,0
38,No,Travel_Rarely,Human Resources,2,4,Medical,1,233,Male,1,Human Resources,Single,20140,3,Y,17,8,1,8,5,0,0,0
43,No,Travel_Frequently,Sales,4,3,Medical,1,234,Female,2,Healthcare Representative,Divorced,34190,3,Y,11,8,1,10,5,8,4,7
48,No,Travel_Rarely,Research & Development,8,1,Medical,1,235,Male,2,Laboratory Technician,Married,53760,7,Y,13,8,1,21,3,3,0,2
44,No,Travel_Rarely,Sales,29,4,Marketing,1,236,Male,2,Sales Executive,Single,19510,4,Y,22,8,3,10,4,2,0,2
34,No,Travel_Rarely,Research & Development,13,4,Life Sciences,1,237,Female,1,Laboratory Technician,Divorced,23410,1,Y,20,8,2,8,3,8,0,6
27,Yes,Travel_Rarely,Sales,27,3,Life Sciences,1,238,Male,2,Research Scientist,Divorced,22930,0,Y,18,8,0,5,0,4,0,2
21,No,Travel_Rarely,Sales,16,2,Life Sciences,1,239,Male,3,Sales Executive,Single,87260,1,Y,11,8,1,3,2,3,1,2
44,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,240,Male,1,Laboratory Technician,Married,40110,4,Y,14,8,1,26,2,2,0,1
22,No,Travel_Rarely,Research & Development,2,2,Medical,1,241,Female,2,Laboratory Technician,Married,195450,0,Y,14,8,0,3,3,2,2,2
33,No,Travel_Rarely,Sales,13,4,Marketing,1,242,Female,2,Manufacturing Director,Divorced,45680,0,Y,18,8,1,6,2,5,1,2
32,No,Travel_Rarely,Research & Development,1,1,Life Sciences,1,243,Female,1,Healthcare Representative,Married,30220,1,Y,16,8,1,6,3,6,0,5
30,No,Travel_Frequently,Research & Development,4,5,Technical Degree,1,244,Male,3,Manager,Divorced,57720,1,Y,17,8,0,1,3,1,0,0
53,No,Travel_Rarely,Research & Development,24,3,Other,1,245,Female,3,Manager,Single,22690,7,Y,11,8,1,18,2,14,8,10
34,No,Travel_Rarely,Research & Development,1,5,Medical,1,246,Male,1,Research Scientist,Married,53810,1,Y,12,8,0,10,0,10,8,8
45,Yes,Travel_Frequently,Research & Development,19,4,Life Sciences,1,247,Male,3,Research Director,Married,34410,2,Y,13,8,1,5,5,1,0,0
26,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,248,Male,1,Manufacturing Director,Married,54540,1,Y,13,8,1,3,5,3,0,2
37,No,Travel_Rarely,Research & Development,4,3,Medical,1,249,Male,1,Manager,Married,98840,1,Y,14,8,0,10,3,10,7,8
29,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,250,Female,1,Healthcare Representative,Married,41570,1,Y,17,8,3,6,2,6,1,2
35,No,Travel_Rarely,Research & Development,10,5,Medical,1,251,Female,4,Laboratory Technician,Single,134580,1,Y,11,8,0,17,3,17,11,8
33,No,Travel_Frequently,Research & Development,8,3,Technical Degree,1,252,Male,2,Laboratory Technician,Divorced,90690,3,Y,25,8,1,15,3,13,4,7
54,No,Travel_Rarely,Research & Development,5,2,Life Sciences,1,253,Female,2,Sales Executive,Married,40140,2,Y,19,8,1,16,4,9,7,1
36,No,Travel_Rarely,Research & Development,8,3,Life Sciences,1,254,Male,2,Research Scientist,Divorced,59150,2,Y,13,8,1,13,3,3,0,2
27,No,Travel_Rarely,Sales,9,3,Marketing,1,255,Male,5,Research Director,Single,59930,0,Y,14,8,1,5,3,4,1,1
20,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,1,256,Male,5,Sales Representative,Single,61620,1,Y,12,8,3,1,2,1,1,1
33,Yes,Travel_Frequently,Research & Development,15,4,Medical,1,257,Female,1,Laboratory Technician,Single,24060,1,Y,11,8,0,10,3,10,9,7
35,No,Non-Travel,Research & Development,2,1,Medical,1,258,Male,1,Research Scientist,Married,187400,1,Y,19,8,1,1,2,1,0,0
23,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,259,Male,1,Healthcare Representative,Married,76370,2,Y,11,8,1,5,3,3,0,2
25,No,Travel_Rarely,Research & Development,11,3,Medical,1,260,Male,2,Manufacturing Director,Married,100960,0,Y,11,8,1,4,3,3,1,2
38,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1,261,Male,5,Research Scientist,Single,147560,0,Y,20,8,1,8,3,7,0,5
29,No,Travel_Frequently,Sales,2,4,Life Sciences,1,262,Male,4,Healthcare Representative,Divorced,64990,1,Y,18,8,3,10,3,10,2,8
48,No,Travel_Rarely,Research & Development,16,3,Technical Degree,1,263,Male,1,Sales Executive,Married,97240,3,Y,13,8,0,12,2,2,2,2
27,No,Travel_Frequently,Sales,4,3,Technical Degree,1,264,Male,5,Laboratory Technician,Divorced,21940,1,Y,12,8,0,6,5,6,0,4
37,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1,265,Male,3,Manager,Single,33880,3,Y,11,8,0,4,2,1,0,0
50,No,Travel_Rarely,Sales,5,3,Medical,1,266,Male,1,Laboratory Technician,Married,54730,1,Y,19,8,1,20,2,20,3,8
34,No,Travel_Rarely,Research & Development,18,1,Medical,1,267,Male,1,Healthcare Representative,Single,27030,1,Y,21,8,1,9,2,8,7,7
24,Yes,Travel_Rarely,Research & Development,17,2,Life Sciences,1,268,Female,1,Healthcare Representative,Single,25010,9,Y,12,8,0,4,3,2,2,0
39,No,Travel_Rarely,Research & Development,12,5,Medical,1,269,Female,1,Sales Representative,Single,62200,1,Y,14,8,2,20,2,20,11,10
32,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,270,Male,5,Research Scientist,Single,30380,1,Y,11,8,0,10,5,10,0,8
50,Yes,Travel_Frequently,Research & Development,4,2,Medical,1,271,Male,4,Sales Representative,Married,44240,3,Y,14,8,1,18,2,4,1,3
38,No,Travel_Rarely,Research & Development,9,4,Life Sciences,1,272,Male,1,Sales Executive,Single,43120,0,Y,12,8,1,10,2,9,1,8
27,No,Travel_Rarely,Research & Development,10,3,Medical,1,273,Male,5,Research Scientist,Married,132450,1,Y,23,8,1,9,3,9,0,7
32,No,Travel_Rarely,Sales,1,3,Medical,1,274,Male,2,Sales Executive,Single,136640,3,Y,14,8,0,10,6,7,7,7
47,No,Travel_Rarely,Research & Development,2,3,Medical,1,275,Female,5,Sales Executive,Single,50210,2,Y,17,8,0,20,3,7,1,7
40,No,Travel_Frequently,Research & Development,3,4,Medical,1,276,Female,3,Human Resources,Married,51260,5,Y,18,8,0,20,2,18,1,12
53,No,Travel_Rarely,Research & Development,7,1,Life Sciences,1,277,Male,2,Laboratory Technician,Married,28590,3,Y,18,8,1,32,2,5,1,3
41,No,Travel_Rarely,Sales,6,3,Medical,1,278,Male,1,Sales Executive,Divorced,102390,3,Y,24,8,3,23,3,21,12,6
60,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,279,Female,5,Laboratory Technician,Single,53290,8,Y,20,8,0,10,3,2,2,2
27,No,Travel_Frequently,Research & Development,29,1,Life Sciences,1,280,Male,2,Manufacturing Director,Divorced,43250,1,Y,14,8,0,9,2,9,1,7
41,No,Travel_Rarely,Research & Development,3,3,Medical,1,281,Male,1,Manufacturing Director,Married,72600,1,Y,16,8,0,22,2,22,2,10
50,No,Travel_Rarely,Sales,9,3,Life Sciences,1,282,Male,2,Research Scientist,Married,23220,7,Y,25,8,1,4,0,2,2,2
28,Yes,Travel_Rarely,Sales,2,4,Life Sciences,1,283,Male,3,Research Scientist,Single,20750,7,Y,18,8,3,10,0,7,3,7
36,No,Non-Travel,Research & Development,10,4,Technical Degree,1,284,Female,2,Research Scientist,Married,41520,9,Y,19,8,1,10,3,8,0,5
38,No,Travel_Rarely,Research & Development,1,3,Medical,1,285,Female,3,Manager,Single,96190,4,Y,13,8,1,10,2,1,0,0
44,No,Non-Travel,Research & Development,8,2,Life Sciences,1,286,Male,1,Research Scientist,Single,135030,2,Y,12,8,0,9,6,5,1,4
47,No,Travel_Frequently,Research & Development,27,3,Life Sciences,1,287,Male,1,Research Scientist,Divorced,54410,9,Y,22,8,1,28,6,22,11,13
30,No,Travel_Rarely,Research & Development,8,3,Life Sciences,1,288,Male,2,Sales Executive,Divorced,52090,7,Y,14,8,1,10,3,8,7,7
29,No,Travel_Rarely,Research & Development,1,2,Medical,1,289,Female,1,Sales Executive,Single,106730,1,Y,13,8,3,1,2,1,0,0
42,Yes,Travel_Frequently,Research & Development,10,1,Life Sciences,1,290,Female,1,Sales Executive,Divorced,50100,6,Y,21,8,3,7,3,2,2,2
43,No,Travel_Frequently,Research & Development,26,1,Life Sciences,1,291,Male,1,Laboratory Technician,Married,135490,3,Y,11,8,2,7,3,2,2,2
34,No,Travel_Rarely,Research & Development,2,5,Technical Degree,1,292,Male,2,Healthcare Representative,Single,49990,3,Y,12,8,2,10,2,5,4,3
23,No,Travel_Rarely,Sales,13,3,Marketing,1,293,Male,5,Sales Executive,Married,42210,1,Y,11,8,1,5,4,4,0,2
39,No,Travel_Rarely,Sales,2,4,Marketing,1,294,Female,4,Healthcare Representative,Married,138720,9,Y,12,8,3,12,3,8,3,6
56,No,Travel_Rarely,Research & Development,2,4,Medical,1,295,Male,1,Manager,Married,20420,7,Y,12,8,0,30,6,10,1,1
40,No,Travel_Rarely,Sales,9,3,Marketing,1,296,Male,2,Research Scientist,Single,20730,0,Y,14,8,0,5,3,4,2,3
27,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,297,Female,1,Laboratory Technician,Single,29560,8,Y,13,8,0,9,6,7,0,7
29,No,Travel_Rarely,Sales,20,3,Marketing,1,298,Female,2,Manager,Divorced,29260,1,Y,15,8,1,2,3,2,2,2
53,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,299,Female,3,Laboratory Technician,Single,48090,2,Y,18,8,0,19,2,2,2,2
35,No,Non-Travel,Research & Development,5,1,Medical,1,300,Male,1,Healthcare Representative,Divorced,51630,2,Y,18,8,2,16,4,1,0,0
32,No,Travel_Frequently,Sales,4,4,Life Sciences,1,301,Male,2,Sales Executive,Married,188440,1,Y,19,8,0,10,3,10,4,7
38,No,Travel_Rarely,Sales,10,3,Medical,1,302,Male,4,Laboratory Technician,Married,181720,6,Y,12,8,2,6,5,1,0,1
34,No,Travel_Rarely,Research & Development,20,3,Medical,1,303,Female,3,Laboratory Technician,Divorced,57440,3,Y,19,8,1,7,4,0,0,0
52,No,Travel_Rarely,Sales,21,5,Technical Degree,1,304,Male,3,Manager,Married,28890,1,Y,11,8,1,34,2,34,1,16
33,Yes,Travel_Rarely,Research & Development,1,2,Medical,1,305,Male,3,Laboratory Technician,Single,28710,1,Y,17,8,3,10,2,10,7,8
25,No,Travel_Rarely,Research & Development,8,3,Life Sciences,1,306,Male,2,Research Scientist,Single,74840,1,Y,15,8,0,6,3,6,1,4
45,No,Travel_Rarely,Sales,2,3,Life Sciences,1,307,Male,3,Healthcare Representative,Single,60740,0,Y,14,8,0,9,2,8,3,1
23,No,Travel_Rarely,Research & Development,23,1,Life Sciences,1,308,Female,2,Research Scientist,Single,173280,1,Y,17,8,1,2,2,2,0,2
47,Yes,Travel_Frequently,Research & Development,4,3,Life Sciences,1,309,Male,1,Research Director,Single,27740,4,Y,13,8,1,NA,2,5,1,3
34,No,Travel_Rarely,Research & Development,12,3,Technical Degree,1,310,Male,1,Research Scientist,Single,45050,1,Y,12,8,0,6,3,6,1,4
55,Yes,Travel_Rarely,Human Resources,7,3,Human Resources,1,311,Male,4,Laboratory Technician,Married,74280,5,Y,12,8,0,24,2,5,1,4
36,No,Non-Travel,Research & Development,7,2,Life Sciences,1,312,Male,5,Sales Executive,Single,116310,1,Y,18,8,1,10,2,10,0,9
52,No,Non-Travel,Research & Development,1,4,Life Sciences,1,313,Male,5,Sales Executive,Married,97380,0,Y,18,8,2,5,2,4,1,2
26,No,Travel_Frequently,Research & Development,2,2,Life Sciences,1,314,Male,1,Manufacturing Director,Divorced,28350,3,Y,11,8,1,5,2,2,2,0
29,No,Travel_Rarely,Research & Development,10,2,Medical,1,315,Male,3,Manufacturing Director,Married,169590,4,Y,14,8,3,11,5,8,1,1
26,Yes,Travel_Rarely,Research & Development,15,2,Life Sciences,1,316,Male,2,Laboratory Technician,Single,26130,6,Y,19,8,1,6,2,4,1,2
34,No,Travel_Rarely,Research & Development,14,4,Technical Degree,1,317,Male,2,Manufacturing Director,Single,61460,2,Y,12,8,0,10,3,4,1,3
54,No,Travel_Rarely,Research & Development,18,4,Medical,1,318,Female,2,Laboratory Technician,Divorced,49630,9,Y,15,8,1,9,2,5,1,4
27,No,Travel_Frequently,Research & Development,13,2,Life Sciences,1,319,Female,4,Research Scientist,Married,195370,0,Y,12,8,0,5,5,4,1,1
37,No,Travel_Rarely,Sales,2,4,Technical Degree,1,320,Male,2,Manufacturing Director,Divorced,61720,0,Y,11,8,0,6,1,5,4,3
38,No,Travel_Frequently,Sales,2,4,Life Sciences,1,321,Female,2,Research Scientist,Single,23680,6,Y,11,8,1,17,3,15,4,12
34,No,Travel_Rarely,Sales,2,3,Marketing,1,322,Male,1,Sales Representative,Single,103120,1,Y,12,8,0,6,2,6,1,3
35,No,Travel_Rarely,Research & Development,5,4,Medical,1,323,Male,3,Manager,Married,16750,1,Y,16,8,0,3,6,3,0,2
30,No,Travel_Rarely,Research & Development,20,3,Medical,1,324,Male,1,Laboratory Technician,Married,25230,3,Y,13,8,1,7,2,2,0,2
40,No,Travel_Frequently,Research & Development,10,4,Medical,1,325,Male,2,Manufacturing Director,Married,65670,1,Y,13,8,1,8,3,8,3,7
34,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,326,Male,3,Healthcare Representative,Married,47390,5,Y,24,8,2,6,2,3,1,2
42,No,Travel_Frequently,Research & Development,9,4,Medical,1,327,Male,1,Manufacturing Director,Divorced,92080,1,Y,15,8,1,24,2,24,14,9
23,Yes,Travel_Rarely,Sales,2,3,Medical,1,328,Female,4,Manufacturing Director,Married,45590,1,Y,18,8,1,1,2,0,0,0
24,No,Non-Travel,Sales,1,5,Marketing,1,329,Female,1,Manufacturing Director,Divorced,81890,1,Y,14,8,1,1,3,1,0,0
52,No,Travel_Rarely,Research & Development,29,3,Life Sciences,1,330,Male,2,Manufacturing Director,Married,29420,8,Y,11,8,1,9,1,5,1,4
50,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1,331,Male,2,Sales Executive,Married,49410,5,Y,11,8,1,30,3,4,0,3
29,Yes,Travel_Rarely,Sales,2,4,Marketing,1,332,Female,4,Research Scientist,Married,106500,1,Y,13,8,2,1,2,1,0,0
33,No,Travel_Rarely,Research & Development,3,4,Life Sciences,1,333,Male,4,Manufacturing Director,Married,59020,0,Y,12,8,1,14,2,13,3,7
33,Yes,Travel_Rarely,Research & Development,23,5,Life Sciences,1,334,Male,1,Human Resources,Single,86390,5,Y,16,8,2,6,3,3,0,2
47,No,Travel_Rarely,Research & Development,6,4,Other,1,335,Male,2,Manager,Married,63470,1,Y,14,8,0,26,2,26,3,0
36,No,Travel_Rarely,Sales,6,3,Medical,1,336,Female,2,Sales Executive,Married,42000,0,Y,22,8,0,10,3,9,0,5
29,No,Travel_Rarely,Research & Development,10,3,Other,1,337,Male,1,Research Scientist,Married,34520,1,Y,11,8,0,10,3,10,0,7
58,Yes,Travel_Rarely,Research & Development,24,3,Other,1,338,Female,2,Research Scientist,Single,43170,7,Y,17,8,0,40,2,31,13,8
35,No,Travel_Rarely,Sales,10,4,Marketing,1,339,Female,1,Research Scientist,Single,26320,3,Y,13,8,3,7,3,2,2,2
42,No,Travel_Rarely,Sales,15,1,Marketing,1,340,Male,2,Laboratory Technician,Married,46680,9,Y,18,8,2,8,2,4,0,2
28,Yes,Travel_Rarely,Research & Development,19,4,Medical,1,341,Female,2,Sales Executive,Single,32040,6,Y,16,8,1,5,4,2,2,1
36,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,342,Male,2,Healthcare Representative,Married,27200,4,Y,14,8,1,8,3,5,0,4
32,No,Travel_Rarely,Research & Development,3,1,Medical,1,343,Male,2,Manufacturing Director,Married,171810,1,Y,14,8,0,14,2,14,6,8
40,No,Travel_Frequently,Sales,9,3,Marketing,1,344,Male,3,Manufacturing Director,Single,22380,NA,Y,14,8,0,10,3,1,0,0
30,No,Travel_Rarely,Research & Development,7,3,Technical Degree,1,345,Male,2,Research Director,Single,14830,5,Y,13,8,0,12,3,0,0,0
45,No,Travel_Rarely,Research & Development,10,4,Life Sciences,1,346,Male,1,Research Director,Single,56050,1,Y,12,8,2,1,2,1,0,0
42,No,Travel_Rarely,Research & Development,20,2,Medical,1,347,Male,2,Sales Representative,Married,72950,1,Y,15,8,0,10,3,9,7,8
38,No,Travel_Frequently,Sales,4,3,Medical,1,348,Male,2,Research Scientist,Divorced,23060,2,Y,19,8,1,13,5,4,1,2
34,No,Travel_Frequently,Research & Development,7,4,Life Sciences,1,349,Male,3,Laboratory Technician,Single,23480,1,Y,14,8,1,6,3,5,1,3
49,Yes,Travel_Rarely,Sales,7,2,Life Sciences,1,350,Female,2,Healthcare Representative,Married,89980,1,Y,14,8,2,9,2,9,7,7
55,Yes,Travel_Rarely,Human Resources,16,3,Technical Degree,1,351,Male,4,Manufacturing Director,Single,43190,4,Y,11,8,0,12,3,9,7,3
43,No,Travel_Rarely,Research & Development,25,2,Medical,1,352,Male,2,Healthcare Representative,Married,61320,6,Y,13,8,0,22,3,4,1,0
27,No,Travel_Rarely,Sales,2,4,Medical,1,353,Male,2,Manager,Divorced,33460,1,Y,21,8,1,9,2,9,0,8
35,No,Travel_Rarely,Research & Development,1,3,Medical,1,354,Male,1,Research Director,Single,108550,3,Y,13,8,1,17,2,8,1,6
28,No,Travel_Rarely,Sales,1,2,Technical Degree,1,355,Female,1,Sales Executive,Married,22310,1,Y,12,8,0,8,3,8,7,5
34,No,Travel_Rarely,Sales,2,5,Life Sciences,1,356,Male,4,Research Scientist,Married,23230,0,Y,17,8,0,4,2,3,0,2
26,Yes,Travel_Frequently,Research & Development,22,4,Other,1,357,Female,1,Sales Executive,Married,20240,1,Y,23,8,0,8,2,8,1,7
27,No,Non-Travel,Sales,1,3,Technical Degree,1,358,Female,1,Sales Executive,Married,27130,1,Y,11,8,0,0,2,0,0,0
51,No,Travel_Rarely,Sales,16,3,Medical,1,359,Male,3,Research Scientist,Married,94390,2,Y,15,8,3,29,0,20,4,17
44,No,Travel_Rarely,Sales,24,5,Medical,1,360,Female,1,Sales Executive,Single,25660,9,Y,11,8,1,10,3,5,2,3
25,No,Travel_Rarely,Research & Development,17,3,Medical,1,361,Male,1,Laboratory Technician,Single,199260,7,Y,11,8,3,6,5,4,0,1
